"","Conversion","industry","Category","with_web","P_G","occupation","State_G","Google_P","Google___of_Reviews","Google_Avg_Rating","Google_diff_week","Angi_P","Angi_s___of_Reviews","Angi_s_Avg_Rating","Angi_diff_week","HA_P","HA___of_Reviews","HA_Avg_Rating","HA_diff_week","Yelp_P","Yelp___of_Reviews","Yelp_Avg_Rating","Yelp_diff_week","Yelp___of_Reviews__that_are_not_recommended_","FB_P","FB___of_Reviews","FB_Avg_Rating","FB_diff_week","FB_Page_Likes","FB_Page_Follows","IG_P","IG_Follows","Review_sum","Avg_Rating_sum","diff_week_sum","P_num","Review_mean","Avg_Rating_mean","diff_week_mean"
"1721","FALSE","Home Construction","Carpet Installation",0,"Mid","Floor, Carpet, and Tile Specialist",2,TRUE,18,5,32,FALSE,0,0,0,TRUE,49,4.9,90.8571428571429,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,67,9.9,122.857142857143,2,33.5,4.95,61.4285714285715
"1722","FALSE","Home Construction","Fence and Gate Repairs",0,"Low","Landscaper",2,TRUE,1,4,96,TRUE,0,0,0,TRUE,3,5,106,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,4,9,202,3,1.33333333333333,3,67.3333333333333
"1723","FALSE","Home Systems","Heating System Installation or Replacement",0,"Low","HVAC Specialist",2,TRUE,0,0,0,TRUE,0,0,0,TRUE,5,4.43,837.714285714286,TRUE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,5,4.43,837.714285714286,4,1.25,1.1075,209.428571428572
"1724","FALSE","Home Construction","General Carpentry",0,"High","Carpenter",2,TRUE,5,5,44,FALSE,0,0,0,TRUE,2,5,79.4285714285714,TRUE,0,0,0,0,FALSE,0,0,0,0,0,TRUE,285,7,10,123.428571428571,3,2.33333333333333,3.33333333333333,41.1428571428571
"1725","TRUE","Home Maintenance","Tree Trimming and Removal",1,"High","Landscaper",3,TRUE,2,5,48,FALSE,0,0,0,FALSE,0,0,0,TRUE,14,4.5,11.5714285714286,0,FALSE,0,0,0,133,135,FALSE,0,16,9.5,59.5714285714286,2,8,4.75,29.7857142857143
"1726","FALSE","Home Maintenance","Property Management",1,"High","Real Estate Professional",2,TRUE,37,2.8,4,FALSE,0,0,0,FALSE,0,0,0,TRUE,17,2.5,23,0,FALSE,0,0,0,0,0,FALSE,0,54,5.3,27,2,27,2.65,13.5
"1727","FALSE","Home Maintenance","Property Management",1,"High","Real Estate Professional",2,TRUE,69,5,2,FALSE,0,0,0,FALSE,0,0,0,TRUE,54,5,4.57142857142857,0,TRUE,5,5,197.142857142857,255,285,TRUE,2372,128,15,203.714285714286,3,42.6666666666667,5,67.9047619047619
"1728","FALSE","Home Maintenance","Lawn Mowing and Trimming",0,"Mid","Landscaper",3,FALSE,0,0,0,FALSE,0,0,0,TRUE,2,5,41,FALSE,0,0,0,0,FALSE,0,0,0,50,51,FALSE,0,2,5,41,1,2,5,41
"1729","FALSE","Home Maintenance","Fence and Gate Installation",1,"Mid","Landscaper",3,TRUE,2,2.5,12,FALSE,0,0,0,TRUE,7,4.1,11.5714285714286,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,9,6.6,23.5714285714286,2,4.5,3.3,11.7857142857143
"1730","FALSE","Home Systems","Electrical and Wiring Repair",1,"High","Electrician",2,FALSE,0,0,0,FALSE,0,0,0,FALSE,0,0,0,TRUE,1,5,24.5714285714286,1,TRUE,1,5,55.5714285714286,66,65,FALSE,0,2,10,80.1428571428572,2,1,5,40.0714285714286
"1731","FALSE","Home Construction","Handyman",0,"High","Handyman",3,FALSE,0,0,0,FALSE,0,0,0,TRUE,5,5,8.42857142857143,TRUE,1,5,45.2857142857143,1,FALSE,0,0,0,0,0,FALSE,0,6,10,53.7142857142857,2,3,5,26.8571428571429
"1732","FALSE","Home Construction","Furniture Assembly",0,"Mid","Handyman",2,FALSE,0,0,0,FALSE,0,0,0,TRUE,10,5,175.428571428571,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,10,5,175.428571428571,1,10,5,175.428571428571
"1733","FALSE","Home Maintenance","Junk Removal",1,"Mid","Mover",2,FALSE,0,0,0,FALSE,0,0,0,TRUE,1,5,29.2857142857143,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,1,5,29.2857142857143,1,1,5,29.2857142857143
"1734","FALSE","Home Construction","General Contracting",1,"High","General Contractor",3,TRUE,7,5,48,FALSE,0,0,0,TRUE,7,4.9,67.2857142857143,TRUE,21,5,21.4285714285714,10,TRUE,8,5,68.2857142857143,421,441,TRUE,2034,43,19.9,205,4,10.75,4.975,51.25
"1735","TRUE","Home Maintenance","House Cleaning",0,"High","Cleaner",3,FALSE,0,0,0,FALSE,0,0,0,TRUE,0,0,0,TRUE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,2,0,0,0
"1736","TRUE","Home Maintenance","Full Service Lawn Care",0,"Mid","Landscaper",2,FALSE,0,0,0,FALSE,0,0,0,TRUE,0,0,0,FALSE,0,0,0,0,FALSE,0,0,0,536,542,FALSE,0,0,0,0,1,0,0,0
"1737","FALSE","Home Construction","Hardwood Floor Refinishing",0,"Mid","Floor, Carpet, and Tile Specialist",1,FALSE,0,0,0,FALSE,0,0,0,TRUE,1,5,721.285714285714,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,1,5,721.285714285714,1,1,5,721.285714285714
"1738","FALSE","Home Maintenance","House Cleaning",1,"Mid","Cleaner",2,FALSE,0,0,0,FALSE,0,0,0,TRUE,4,5,63.4285714285714,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,4,5,63.4285714285714,1,4,5,63.4285714285714
"1739","FALSE","Home Construction","General Contracting",1,"Mid","General Contractor",3,FALSE,0,0,0,FALSE,0,0,0,TRUE,2,5,166.142857142857,FALSE,0,0,0,0,TRUE,24,4.3,21.2857142857143,2258,2314,TRUE,144,26,9.3,187.428571428571,2,13,4.65,93.7142857142857
"1740","FALSE","Home Systems","Electrical and Wiring Repair",0,"High","Electrician",1,TRUE,0,0,0,FALSE,0,0,0,TRUE,0,0,0,TRUE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,3,0,0,0
"1741","FALSE","Home Systems","Electrical and Wiring Repair",1,"High","Electrician",2,TRUE,3,5,96,FALSE,0,0,0,TRUE,2,5,581.142857142857,TRUE,4,5,118.285714285714,2,FALSE,0,0,0,0,0,FALSE,0,9,15,795.428571428571,3,3,5,265.142857142857
"1742","FALSE","Home Construction","General Contracting",1,"High","General Contractor",1,TRUE,0,0,0,FALSE,0,0,0,TRUE,0,0,0,TRUE,0,0,0,0,TRUE,4,4,362.142857142857,353,392,FALSE,0,4,4,362.142857142857,4,1,1,90.5357142857142
"1743","FALSE","Home Construction","General Contracting",0,"High","General Contractor",1,FALSE,0,0,0,FALSE,0,0,0,TRUE,0,0,0,TRUE,0,0,0,0,FALSE,0,0,0,13,14,FALSE,0,0,0,0,2,0,0,0
"1744","FALSE","Home Construction","Floor Installation or Replacement",1,"Mid","Floor, Carpet, and Tile Specialist",2,TRUE,5,5,28,FALSE,0,0,0,TRUE,0,0,0,FALSE,0,0,0,0,FALSE,0,0,0,16,16,FALSE,0,5,5,28,2,2.5,2.5,14
"1745","FALSE","Home Maintenance","In-Ground Swimming Pool Construction",1,"Mid","Pool and Spa Specialist",3,TRUE,0,0,0,FALSE,0,0,0,TRUE,3,5,8.85714285714286,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,3,5,8.85714285714286,2,1.5,2.5,4.42857142857143
"1746","FALSE","Home Construction","Masonry Construction Services",0,"Mid","Mason",1,FALSE,0,0,0,FALSE,0,0,0,TRUE,0,0,0,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,1,0,0,0
"1747","FALSE","Home Construction","Roof Repair or Maintenance",1,"High","Roofer and Sider",3,TRUE,34,4.4,4,FALSE,0,0,0,TRUE,9,4.3,15.4285714285714,TRUE,114,4.5,0,74,TRUE,6,5,46.2857142857143,108,111,TRUE,457,163,18.2,65.7142857142857,4,40.75,4.55,16.4285714285714
"1748","FALSE","Home Construction","General Contracting",1,"Mid","General Contractor",2,TRUE,0,0,0,FALSE,0,0,0,TRUE,0,0,0,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,2,0,0,0
"1749","FALSE","Home Construction","General Contracting",0,"Mid","General Contractor",2,FALSE,0,0,0,FALSE,0,0,0,TRUE,8,4.94,0,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,8,4.94,0,1,8,4.94,0
"1750","FALSE","Home Maintenance","Full Service Lawn Care",0,"Low","Landscaper",1,FALSE,0,0,0,TRUE,3,5,705.714285714286,TRUE,15,4.86,716.714285714286,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,18,9.86,1422.42857142857,2,9,4.93,711.214285714286
"1751","FALSE","Home Maintenance","Full Service Lawn Care",0,"Low","Landscaper",1,FALSE,0,0,0,TRUE,1,2,473.285714285714,TRUE,64,4.62,36.2857142857143,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,65,6.62,509.571428571428,2,32.5,3.31,254.785714285714
"1752","FALSE","Home Systems","Electrical and Wiring Repair",1,"Low","Electrician",2,TRUE,6,5,2,TRUE,3,5,8.42857142857143,TRUE,7,4.9,0.285714285714286,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,16,14.9,10.7142857142857,3,5.33333333333333,4.96666666666667,3.57142857142857
"1753","FALSE","Home Systems","Heating System Repair or Maintenance",1,"Mid","HVAC Specialist",2,TRUE,12,4.7,4,FALSE,0,0,0,TRUE,6,4.9,17.2857142857143,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,18,9.6,21.2857142857143,2,9,4.8,10.6428571428571
"1754","FALSE","Home Construction","Home Remodeling",0,"Mid","General Contractor",1,FALSE,0,0,0,FALSE,0,0,0,TRUE,0,0,0,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,1,0,0,0
"1755","FALSE","Home Maintenance","Outdoor Landscaping and Design",1,"Mid","Landscaper",3,FALSE,0,0,0,FALSE,0,0,0,TRUE,1,5,12.8571428571429,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,1,5,12.8571428571429,1,1,5,12.8571428571429
"1756","FALSE","Home Maintenance","House Cleaning",0,"High","Cleaner",3,FALSE,0,0,0,FALSE,0,0,0,TRUE,3,5,58.2857142857143,TRUE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,3,5,58.2857142857143,2,1.5,2.5,29.1428571428571
"1757","FALSE","Home Construction","Concrete Installation",1,"Low","Paver",1,TRUE,263,4.5,2,TRUE,60,4.4,2.28571428571429,TRUE,22,4.5,2.14285714285714,FALSE,0,0,0,0,TRUE,39,4.1,3.42857142857143,2099,2210,TRUE,506,384,17.5,9.85714285714286,4,96,4.375,2.46428571428572
"1758","FALSE","Home Maintenance","Exterior Painting",0,"Low","Painter",2,TRUE,0,0,0,TRUE,2,5,498.142857142857,TRUE,0,0,0,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,2,5,498.142857142857,3,0.666666666666667,1.66666666666667,166.047619047619
"1759","FALSE","Home Construction","General Contracting",1,"High","General Contractor",2,TRUE,0,0,0,FALSE,0,0,0,TRUE,7,5,55.4285714285714,TRUE,0,0,99.5714285714286,1,FALSE,0,0,0,91,91,TRUE,14,7,5,155,3,2.33333333333333,1.66666666666667,51.6666666666667
"1760","FALSE","Home Maintenance","Junk Removal",1,"Mid","Mover",1,FALSE,0,0,0,FALSE,0,0,0,TRUE,26,5,0.714285714285714,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,26,5,0.714285714285714,1,26,5,0.714285714285714
"1761","FALSE","Home Systems","Electrical and Wiring Repair",0,"Low","Electrician",2,FALSE,0,0,0,TRUE,1,5,44.1428571428571,TRUE,7,5,33.7142857142857,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,8,10,77.8571428571428,2,4,5,38.9285714285714
"1762","FALSE","Home Maintenance","Pest Control Services",1,"Low","Pest Control Specialist",2,TRUE,134,4.8,2,TRUE,37,4.8,98.4285714285714,TRUE,22,4.8,38.8571428571429,TRUE,4,5,54.1428571428571,10,FALSE,0,0,0,0,0,FALSE,0,197,19.4,193.428571428571,4,49.25,4.85,48.3571428571429
"1763","FALSE","Home Construction","General Carpentry",0,"Low","Carpenter",2,FALSE,0,0,0,TRUE,2,5,19.2857142857143,TRUE,3,5,2.85714285714286,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,5,10,22.1428571428572,2,2.5,5,11.0714285714286
"1764","FALSE","Home Maintenance","Full Service Lawn Care",1,"High","Landscaper",2,FALSE,0,0,0,FALSE,0,0,0,TRUE,184,4.7,1.28571428571429,TRUE,7,4,90.8571428571429,2,FALSE,0,0,0,4,4,FALSE,0,191,8.7,92.1428571428572,2,95.5,4.35,46.0714285714286
"1765","FALSE","Home Maintenance","Full Service Lawn Care",0,"Low","Landscaper",2,FALSE,0,0,0,TRUE,2,5,3.14285714285714,TRUE,0,0,0,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,2,5,3.14285714285714,2,1,2.5,1.57142857142857
"1766","FALSE","Home Systems","Appliance Repair or Maintenance",1,"Mid","Handyman",2,TRUE,1,5,8,FALSE,0,0,0,TRUE,7,4.9,6,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,8,9.9,14,2,4,4.95,7
"1767","FALSE","Home Maintenance","Wallpaper Installation or Repair",1,"Mid","Painter",2,FALSE,0,0,0,FALSE,0,0,0,TRUE,9,5,8.57142857142857,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,9,5,8.57142857142857,1,9,5,8.57142857142857
"1768","FALSE","Home Maintenance","Tree Trimming and Removal",1,"Mid","Landscaper",3,TRUE,139,4.9,2,TRUE,9,4.1,248.428571428571,FALSE,0,0,0,TRUE,8,3.5,1.71428571428571,8,TRUE,2,3,95.2857142857143,9,9,FALSE,0,158,15.5,347.428571428571,4,39.5,3.875,86.8571428571427
"1769","FALSE","Home Construction","General Contracting",0,"High","General Contractor",2,FALSE,0,0,0,FALSE,0,0,0,TRUE,0,0,0,TRUE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,2,0,0,0
"1770","FALSE","Home Construction","Bathroom Remodel",0,"High","General Contractor",3,TRUE,3,3.7,96,FALSE,0,0,0,TRUE,0,0,0,TRUE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,3,3.7,96,3,1,1.23333333333333,32
"1771","FALSE","Home Maintenance","Outdoor Landscaping and Design",1,"Mid","Landscaper",2,FALSE,0,0,0,FALSE,0,0,0,TRUE,1,5,3.14285714285714,FALSE,0,0,0,0,FALSE,0,0,0,0,0,TRUE,21,1,5,3.14285714285714,1,1,5,3.14285714285714
"1772","FALSE","Home Construction","Floor Installation or Replacement",1,"Mid","Floor, Carpet, and Tile Specialist",3,TRUE,3,3.7,24,FALSE,0,0,0,TRUE,11,5,4.42857142857143,FALSE,0,0,0,0,TRUE,1,5,31.2857142857143,104,107,TRUE,49,15,13.7,59.7142857142857,3,5,4.56666666666667,19.9047619047619
"1773","FALSE","Home Maintenance","Upholstery and Furniture Cleaning",1,"Low","Cleaner",1,TRUE,12,4.8,24,TRUE,7,5,29.8571428571429,TRUE,61,4.3,40.7142857142857,TRUE,0,0,0,0,FALSE,0,0,0,149,156,FALSE,0,80,14.1,94.5714285714286,4,20,3.525,23.6428571428572
"1774","FALSE","Home Maintenance","Interior Painting",1,"High","Painter",3,TRUE,3,5,2,FALSE,0,0,0,TRUE,10,4.8,4.42857142857143,TRUE,10,5,5.14285714285714,1,FALSE,0,0,0,0,0,FALSE,0,23,14.8,11.5714285714286,3,7.66666666666667,4.93333333333333,3.85714285714286
"1775","FALSE","Home Maintenance","Interior Painting",1,"High","Painter",3,TRUE,1,5,48,FALSE,0,0,0,FALSE,0,0,0,TRUE,4,5,4.42857142857143,15,TRUE,1,5,0,32,33,FALSE,0,6,15,52.4285714285714,3,2,5,17.4761904761905
"1776","FALSE","Home Construction","Architectural Services",0,"High","Engineer and Technical Designer",1,TRUE,1,5,96,FALSE,0,0,0,TRUE,0,0,0,TRUE,0,0,0,0,FALSE,0,0,459.857142857143,47,55,FALSE,0,1,5,555.857142857143,3,0.333333333333333,1.66666666666667,185.285714285714
"1777","FALSE","Home Maintenance","Upholstery and Furniture Cleaning",0,"High","Cleaner",1,TRUE,1,1,144,FALSE,0,0,0,TRUE,6,4.72,712.285714285714,TRUE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,7,5.72,856.285714285714,3,2.33333333333333,1.90666666666667,285.428571428571
"1778","FALSE","Home Construction","Trim or Molding Installation",1,"Low","Handyman",2,TRUE,2,5,48,TRUE,0,0,0,TRUE,15,5,71.7142857142857,TRUE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,17,10,119.714285714286,4,4.25,2.5,29.9285714285714
"1779","FALSE","Home Systems","Heating System Repair or Maintenance",1,"Mid","HVAC Specialist",1,FALSE,0,0,0,FALSE,0,0,0,TRUE,13,4.31,898.428571428571,FALSE,0,0,0,0,TRUE,228,3.4,174.142857142857,382,408,FALSE,0,241,7.71,1072.57142857143,2,120.5,3.855,536.285714285714
"1780","FALSE","Home Systems","Electrical and Wiring Repair",0,"Mid","Electrician",3,FALSE,0,0,0,FALSE,0,0,0,TRUE,1,5,516.142857142857,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,1,5,516.142857142857,1,1,5,516.142857142857
"1781","FALSE","Home Maintenance","Tree Trimming and Removal",0,"High","Landscaper",2,TRUE,32,5,2,FALSE,0,0,0,TRUE,9,4.5,30.1428571428571,TRUE,2,2,14.1428571428571,2,FALSE,0,0,0,40,43,FALSE,0,43,11.5,46.2857142857142,3,14.3333333333333,3.83333333333333,15.4285714285714
"1782","FALSE","Home Maintenance","Full Service Lawn Care",0,"High","Landscaper",2,FALSE,0,0,0,FALSE,0,0,0,TRUE,12,4.8,101.857142857143,TRUE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,12,4.8,101.857142857143,2,6,2.4,50.9285714285715
"1783","FALSE","Home Systems","Central Air Conditioning Repair or Maintenance",1,"Mid","HVAC Specialist",2,TRUE,0,0,0,FALSE,0,0,0,TRUE,0,0,0,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,2,0,0,0
"1784","FALSE","Home Maintenance","Outdoor Landscaping and Design",0,"Low","Landscaper",2,TRUE,3,3.7,48,TRUE,2,4.5,189.142857142857,TRUE,9,4.9,77.1428571428571,FALSE,0,0,0,0,TRUE,1,5,16.5714285714286,808,840,FALSE,0,15,18.1,330.857142857143,4,3.75,4.525,82.7142857142857
"1785","FALSE","Home Maintenance","Tree Trimming and Removal",1,"High","Landscaper",3,TRUE,15,4.5,36,FALSE,0,0,0,TRUE,27,4.6,4.14285714285714,TRUE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,42,9.1,40.1428571428571,3,14,3.03333333333333,13.3809523809524
"1786","FALSE","Home Construction","General Contracting",1,"Mid","General Contractor",3,TRUE,10,5,8,FALSE,0,0,0,TRUE,8,4.9,1.42857142857143,FALSE,0,0,0,0,TRUE,3,5,117,48,50,TRUE,14,21,14.9,126.428571428571,3,7,4.96666666666667,42.1428571428571
"1787","FALSE","Home Maintenance","Outdoor Landscaping and Design",0,"Mid","Landscaper",2,TRUE,0,0,0,FALSE,0,0,0,TRUE,2,5,1025.71428571429,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,2,5,1025.71428571429,2,1,2.5,512.857142857145
"1788","FALSE","Home Construction","Roof Installation or Replacement",0,"Mid","Roofer and Sider",3,FALSE,0,0,0,FALSE,0,0,0,TRUE,0,0,0,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,1,0,0,0
"1789","TRUE","Home Systems","Electrical and Wiring Repair",1,"Mid","Electrician",3,TRUE,2,5,96,FALSE,0,0,0,TRUE,28,5,139.142857142857,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,30,10,235.142857142857,2,15,5,117.571428571428
"1790","FALSE","Home Maintenance","Exterior Painting",0,"Mid","Painter",1,FALSE,0,0,0,FALSE,0,0,0,TRUE,0,0,0,FALSE,0,0,0,0,FALSE,0,0,0,10,10,FALSE,0,0,0,0,1,0,0,0
"1791","FALSE","Home Maintenance","Full Service Lawn Care",0,"Low","Landscaper",2,TRUE,1,5,144,TRUE,12,5,210.857142857143,TRUE,20,4.7,2.14285714285714,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,33,14.7,357,3,11,4.9,119
"1792","TRUE","Home Construction","General Contracting",1,"High","General Contractor",2,TRUE,9,5,2,FALSE,0,0,0,TRUE,1,5,59.2857142857143,TRUE,1,5,17.4285714285714,1,TRUE,2,5,16.1428571428571,208,242,FALSE,0,13,20,94.8571428571428,4,3.25,5,23.7142857142857
"1793","FALSE","Home Construction","General Contracting",0,"High","General Contractor",3,TRUE,1,1,144,FALSE,0,0,0,TRUE,0,0,0,TRUE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,1,1,144,3,0.333333333333333,0.333333333333333,48
"1794","FALSE","Home Systems","Plumbing Drain Repair",0,"High","Plumber",1,FALSE,0,0,0,FALSE,0,0,0,TRUE,0,0,0,TRUE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,2,0,0,0
"1795","FALSE","Home Construction","Countertop Installation",1,"High","Floor, Carpet, and Tile Specialist",1,TRUE,36,2.8,2,FALSE,0,0,0,TRUE,2,4.58,667.428571428571,TRUE,36,2.5,2.57142857142857,26,TRUE,8,2,45.2857142857143,251,262,FALSE,0,82,11.88,717.285714285714,4,20.5,2.97,179.321428571428
"1796","FALSE","Home Systems","Plumbing Pipe Repair",1,"High","Plumber",3,TRUE,21,5,2,FALSE,0,0,0,TRUE,1,5,204.285714285714,TRUE,69,5,7.28571428571429,26,TRUE,33,5,5.14285714285714,203,237,TRUE,6163,124,20,218.714285714285,4,31,5,54.6785714285714
"1797","FALSE","Home Systems","Plumbing Pipe Repair",0,"High","Plumber",2,FALSE,0,0,0,FALSE,0,0,0,TRUE,2,5,84.7142857142857,TRUE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,2,5,84.7142857142857,2,1,2.5,42.3571428571428
"1798","FALSE","Home Construction","General Carpentry",0,"Mid","Carpenter",2,FALSE,0,0,0,FALSE,0,0,0,TRUE,1,5,13,FALSE,0,0,0,0,FALSE,0,0,0,0,0,TRUE,126,1,5,13,1,1,5,13
"1799","FALSE","Home Systems","Central Air Conditioning Installation or Replacement",1,"Low","HVAC Specialist",2,TRUE,1,5,96,TRUE,11,4.8,255.285714285714,TRUE,1,5,419.571428571429,TRUE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,13,14.8,770.857142857143,4,3.25,3.7,192.714285714286
"1800","FALSE","Home Construction","Custom Cabinet Building",1,"Mid","Carpenter",3,FALSE,0,0,0,TRUE,0,0,0,FALSE,0,0,0,TRUE,41,4.5,2.85714285714286,10,FALSE,0,0,0,2392,2470,FALSE,0,41,4.5,2.85714285714286,2,20.5,2.25,1.42857142857143
"1801","FALSE","Home Construction","Floor Installation or Replacement",1,"High","Floor, Carpet, and Tile Specialist",3,TRUE,1,5,48,FALSE,0,0,0,FALSE,0,0,0,TRUE,39,5,2.42857142857143,7,TRUE,11,5,58,506,520,TRUE,292,51,15,108.428571428571,3,17,5,36.1428571428571
"1802","FALSE","Home Construction","Floor Installation or Replacement",0,"Mid","Floor, Carpet, and Tile Specialist",2,FALSE,0,0,0,FALSE,0,0,0,TRUE,0,0,0,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,1,0,0,0
"1803","FALSE","Home Maintenance","Tree Trimming and Removal",1,"Low","Landscaper",1,TRUE,3,3.7,8,TRUE,13,5,345.857142857143,TRUE,69,4.8,107.571428571429,TRUE,1,1,97.2857142857143,0,FALSE,0,0,36,303,321,FALSE,0,86,14.5,594.714285714286,4,21.5,3.625,148.678571428572
"1804","TRUE","Home Construction","Handyman",0,"High","Handyman",3,FALSE,0,0,0,FALSE,0,0,0,TRUE,0,0,0,TRUE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,2,0,0,0
"1805","TRUE","Home Systems","Appliance Repair or Maintenance",1,"Mid","Handyman",3,FALSE,0,0,0,FALSE,0,0,0,TRUE,38,4.97,62.8571428571429,FALSE,0,0,0,0,FALSE,0,0,0,148,152,FALSE,0,38,4.97,62.8571428571429,1,38,4.97,62.8571428571429
"1806","FALSE","Home Construction","Handyman",1,"Mid","Handyman",2,FALSE,0,0,0,FALSE,0,0,0,TRUE,0,0,0,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,1,0,0,0
"1807","FALSE","Home Maintenance","House Cleaning",0,"High","Cleaner",2,TRUE,2,3,96,FALSE,0,0,0,TRUE,6,5,159.285714285714,TRUE,0,0,0,0,TRUE,3,5,186.571428571429,93,93,TRUE,55,11,13,441.857142857143,4,2.75,3.25,110.464285714286
"1808","FALSE","Home Maintenance","Tree Trimming and Removal",1,"Low","Landscaper",2,FALSE,0,0,0,TRUE,23,4.8,166.285714285714,TRUE,27,4.8,1.57142857142857,FALSE,0,0,0,0,FALSE,0,0,0,0,0,TRUE,16,50,9.6,167.857142857143,2,25,4.8,83.9285714285713
"1809","FALSE","Home Construction","Concrete Installation",1,"Mid","Paver",2,TRUE,4,5,8,FALSE,0,0,0,TRUE,1,5,15.1428571428571,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,5,10,23.1428571428571,2,2.5,5,11.5714285714285
"1810","FALSE","Home Maintenance","Lawn Mowing and Trimming",0,"High","Landscaper",2,TRUE,2,5,36,FALSE,0,0,0,TRUE,45,5,5.71428571428571,TRUE,1,5,42.1428571428571,1,FALSE,0,0,0,16,1,FALSE,0,48,15,83.8571428571428,3,16,5,27.9523809523809
"1811","FALSE","Home Maintenance","House Cleaning",1,"Mid","Cleaner",1,FALSE,0,0,0,FALSE,0,0,0,TRUE,0,0,0,FALSE,0,0,0,0,FALSE,0,0,0,0,0,TRUE,0,0,0,0,1,0,0,0
"1812","FALSE","Home Construction","Patio Remodel or Addition",1,"High","Landscaper",1,TRUE,0,0,0,FALSE,0,0,0,FALSE,0,0,0,TRUE,1,5,12.7142857142857,0,FALSE,0,0,0,0,0,TRUE,699,1,5,12.7142857142857,2,0.5,2.5,6.35714285714285
"1813","FALSE","Home Maintenance","Outdoor Landscaping and Design",1,"High","Landscaper",2,TRUE,0,0,0,FALSE,0,0,0,TRUE,0,0,0,TRUE,2,3,81.7142857142857,2,TRUE,5,5,53.1428571428571,234,253,TRUE,829,7,8,134.857142857143,4,1.75,2,33.7142857142857
"1814","FALSE","Home Maintenance","Tree Trimming and Removal",0,"Mid","Landscaper",3,FALSE,0,0,0,FALSE,0,0,0,TRUE,2,4.8,9.71428571428571,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,2,4.8,9.71428571428571,1,2,4.8,9.71428571428571
"1815","FALSE","Home Construction","Home Remodeling",1,"High","General Contractor",1,TRUE,0,0,0,FALSE,0,0,0,TRUE,3,5,635.428571428571,TRUE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,3,5,635.428571428571,3,1,1.66666666666667,211.809523809524
